nome_completo_do_carro,ano_de_venda,preco_de_venda_USD,kilometragem,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,assentos,Marca
Skoda Rapid 1.6 MPI AT Elegance,2013,5410.96,35000,Gasolina,Individual,Automatico,2º dono,14.3,1598.0,103.5,5.0,Skoda
Tata Sumo CX 9 Seater,2008,2054.79,120000,Diesel,Individual,Manual,1º dono,12.2,1948.0,68.0,9.0,Tata
Maruti Ertiga ZDI,2013,9589.04,37659,Diesel,Individual,Manual,1º dono,20.77,1248.0,88.8,7.0,Maruti
Maruti Ritz VDi,2012,3424.66,89000,Diesel,Individual,Manual,2º dono,23.2,1248.0,73.94,5.0,Maruti
Maruti Ertiga ZDI,2013,9315.07,37500,Diesel,Individual,Manual,2º dono,20.77,1248.0,88.8,7.0,Maruti
Tata Tiago 1.2 Revotron XTA,2018,6849.32,5000,Gasolina,Individual,Automatico,1º dono,23.84,1199.0,84.0,5.0,Tata
Hyundai Grand i10 1.2 Kappa Asta,2013,5753.42,21000,Gasolina,Individual,Manual,1º dono,18.9,1197.0,81.86,5.0,Hyundai
Maruti Alto K10 LXI,2017,3972.6,10000,Gasolina,Individual,Manual,2º dono,23.95,998.0,67.05,5.0,Maruti
Maruti Swift Dzire VDI,2017,10273.97,30000,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,5.0,Maruti
Maruti Eeco 7 Seater Standard BSIV,2015,4109.59,19800,Gasolina,Individual,Manual,1º dono,15.37,1196.0,73.0,7.0,Maruti
Maruti Ritz VDi,2011,3424.66,90000,Diesel,Individual,Manual,3º dono,21.1,1248.0,73.9,5.0,Maruti
Honda Brio Exclusive Edition,2014,4589.04,33033,Gasolina,Distribuidora,Manual,1º dono,19.4,1198.0,86.8,5.0,Honda
Hyundai Grand i10 AT Asta,2015,6369.86,63063,Gasolina,Distribuidora,Automatico,1º dono,18.9,1197.0,82.0,5.0,Hyundai
Maruti Wagon R LXI Minor,2007,1369.86,70000,Gasolina,Individual,Manual,2º dono,18.9,1061.0,67.0,5.0,Maruti
Maruti Wagon R LX BSIII,2007,1369.86,80000,Gasolina,Individual,Manual,2º dono,17.3,1061.0,64.0,5.0,Maruti
Maruti Ertiga VDI,2013,7534.25,120000,Diesel,Individual,Manual,3º dono,20.77,1248.0,88.76,7.0,Maruti
Maruti Swift Dzire VDi,2012,4671.23,120000,Diesel,Individual,Manual,1º dono,19.3,1248.0,73.9,5.0,Maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,8219.18,50000,Diesel,Individual,Manual,1º dono,24.0,1186.0,73.97,5.0,Hyundai
Honda City i DTEC VX,2014,8904.11,167000,Diesel,Individual,Manual,1º dono,25.1,1498.0,98.6,5.0,Honda
Chevrolet Spark 1.0 PS,2008,1034.62,80000,Gasolina,Individual,Manual,1º dono,16.0,995.0,63.0,5.0,Chevrolet
Tata Indigo CS eLX BS IV,2014,2945.21,100000,Diesel,Individual,Manual,2º dono,25.0,1396.0,69.01,5.0,Tata
Maruti Ciaz ZDi Plus SHVS,2017,8904.11,60000,Diesel,Individual,Manual,1º dono,28.09,1248.0,88.5,5.0,Maruti
Renault Captur 1.5 Diesel RXT,2017,12328.77,50000,Diesel,Individual,Manual,1º dono,20.37,1461.0,108.45,5.0,Renault
Hyundai i20 Sportz 1.2,2014,6849.32,17000,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,5.0,Hyundai
Maruti Baleno Delta 1.2,2017,7534.25,46000,Gasolina,Individual,Manual,1º dono,21.4,1197.0,83.1,5.0,Maruti
Maruti Swift VDI Optional,2015,6506.85,60000,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,5.0,Maruti
Maruti Wagon R LX,2006,890.41,198000,Gasolina,Individual,Manual,2º dono,18.9,998.0,67.1,5.0,Maruti
Hyundai Xcent 1.1 CRDi SX,2015,5821.92,60000,Diesel,Individual,Manual,1º dono,24.4,1120.0,71.0,5.0,Hyundai
Toyota Corolla Altis Diesel D4DJ,2012,6534.23,90000,Diesel,Individual,Manual,4º dono e acima,21.43,1364.0,87.2,5.0,Toyota
Chevrolet Spark 1.0 LS,2011,2054.79,40000,Gasolina,Individual,Manual,2º dono,18.0,995.0,62.0,5.0,Chevrolet
Maruti Alto LXi,2011,3082.19,90000,Gasolina,Individual,Manual,1º dono,19.7,796.0,46.3,5.0,Maruti
Maruti Alto LXi,2010,2602.74,80000,Gasolina,Individual,Manual,1º dono,19.7,796.0,46.3,5.0,Maruti
Maruti Alto LX,2003,1369.86,164000,Gasolina,Individual,Manual,3º dono,19.7,796.0,46.3,5.0,Maruti
Mahindra Bolero SLE BSIII,2011,5479.45,70000,Diesel,Individual,Manual,2º dono,13.6,2523.0,63.0,7.0,Mahindra
Audi Q5 35TDI Premium Plus,2018,54452.05,31800,Diesel,Distribuidora,Automatico,1º dono,17.01,1968.0,188.0,5.0,Audi
Honda CR-V 2.0L 2WD AT,2016,18493.15,74000,Gasolina,Distribuidora,Automatico,1º dono,13.7,1997.0,153.86,5.0,Honda
Lexus ES 300h,2019,70547.95,20000,Gasolina,Distribuidora,Automatico,1º dono,22.37,2487.0,214.56,5.0,Lexus
Jaguar XF 2.0 Diesel Portfolio,2017,43835.62,45000,Diesel,Distribuidora,Automatico,1º dono,19.33,1999.0,177.0,5.0,Jaguar
Jeep Wrangler 2016-2019 3.6 4X4,2017,56164.38,17000,Gasolina,Individual,Automatico,1º dono,9.5,3604.0,280.0,5.0,Jeep
Mahindra Thar CRDe AC,2018,12328.77,12000,Diesel,Distribuidora,Manual,1º dono,16.55,2498.0,105.0,6.0,Mahindra
Toyota Camry 2.5 Hybrid,2016,27397.26,68089,Gasolina,Concessionaria,Automatico,1º dono,19.16,2494.0,157.7,5.0,Toyota
Honda Jazz VX,2016,7534.25,56494,Gasolina,Concessionaria,Manual,1º dono,18.2,1199.0,88.7,5.0,Honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,10273.97,79328,Diesel,Concessionaria,Manual,2º dono,12.99,2494.0,100.6,7.0,Toyota
Honda Amaze V CVT Petrol BSIV,2019,10671.23,7032,Gasolina,Concessionaria,Automatico,1º dono,19.0,1199.0,88.76,5.0,Honda
BMW 5 Series 520d Sport Line,2018,54794.52,10000,Diesel,Distribuidora,Automatico,1º dono,22.48,1995.0,187.74,5.0,BMW
Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,71232.88,17000,Gasolina,Distribuidora,Automatico,1º dono,15.0,1991.0,194.4,5.0,Mercedes-Benz
Land Rover Discovery Sport TD4 SE,2019,61643.84,21000,Diesel,Distribuidora,Automatico,1º dono,12.83,1999.0,148.31,7.0,Land
Tata Hexa XE,2017,13287.66,26500,Diesel,Distribuidora,Manual,1º dono,17.6,2179.0,147.94,7.0,Tata
Mercedes-Benz S-Class S 350 CDI,2017,82191.78,37000,Diesel,Distribuidora,Automatico,1º dono,13.5,2987.0,254.79,5.0,Mercedes-Benz
Hyundai Grand i10 1.2 Kappa Magna AT,2016,6506.85,45629,Gasolina,Concessionaria,Automatico,1º dono,18.9,1197.0,81.86,5.0,Hyundai
Hyundai Venue SX Plus Turbo DCT BSIV,2019,15410.96,3500,Gasolina,Distribuidora,Automatico,1º dono,18.15,998.0,118.35,5.0,Hyundai
Honda CR-V 2.4L 4WD AT AVN,2017,22602.74,52000,Gasolina,Distribuidora,Automatico,1º dono,12.0,2354.0,187.4,5.0,Honda
Mahindra Bolero Power Plus SLE,2019,10136.99,35000,Diesel,Individual,Manual,1º dono,16.5,1493.0,70.0,7.0,Mahindra
Mahindra KUV 100 G80 K2,2018,5479.45,15000,Gasolina,Individual,Manual,1º dono,18.15,1198.0,82.0,6.0,Mahindra
Maruti Wagon R LXI Optional,2018,5890.41,14000,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,5.0,Maruti
Mahindra XUV300 W8 Option BSIV,2019,15506.85,20000,Gasolina,Individual,Manual,1º dono,17.0,1197.0,110.0,5.0,Mahindra
Maruti Wagon R LXI BS IV,2017,4821.92,68850,Gasolina,Distribuidora,Manual,1º dono,18.9,998.0,67.1,5.0,Maruti
Tata Tiago 1.2 Revotron XE,2016,3465.74,45775,Gasolina,Distribuidora,Manual,1º dono,23.84,1199.0,84.0,5.0,Tata
Chevrolet Spark 1.0 LT,2012,1095.89,70000,Gasolina,Individual,Manual,2º dono,16.2,995.0,62.1,5.0,Chevrolet
Maruti Wagon R LXI,2015,4287.67,68203,Gasolina,Distribuidora,Manual,1º dono,21.79,998.0,67.05,5.0,Maruti
Hyundai Grand i10 SportZ Edition,2014,5205.48,30000,Gasolina,Individual,Manual,2º dono,18.9,1197.0,81.86,5.0,Hyundai
Renault KWID RXL,2018,4794.52,25000,Gasolina,Individual,Manual,1º dono,25.17,799.0,53.3,5.0,Renault
Renault Duster 85PS Diesel RxE,2016,8219.18,90000,Diesel,Individual,Manual,2º dono,19.87,1461.0,83.8,5.0,Renault
Tata Manza Aqua Quadrajet,2011,1205.48,97343,Diesel,Distribuidora,Manual,1º dono,18.8,1248.0,90.0,5.0,Tata
Maruti Omni 8 Seater BSII,2008,2191.78,70000,Gasolina,Individual,Manual,4º dono e acima,19.7,796.0,35.0,8.0,Maruti
Hyundai i10 Sportz,2014,3972.6,31000,Gasolina,Individual,Manual,1º dono,20.36,1197.0,78.9,5.0,Hyundai
Mahindra Scorpio S4 7 Seater,2014,8904.11,70000,Diesel,Individual,Manual,1º dono,15.4,2179.0,120.0,7.0,Mahindra
Hyundai EON D Lite Plus,2014,2465.75,62000,Gasolina,Individual,Manual,1º dono,21.1,814.0,55.2,5.0,Hyundai
Maruti 800 AC,2008,1027.4,29000,Gasolina,Individual,Manual,1º dono,16.1,796.0,37.0,4.0,Maruti
Tata Safari DICOR 2.2 LX 4x2,2012,1808.22,82507,Diesel,Distribuidora,Manual,1º dono,13.93,2179.0,138.03,7.0,Tata
Chevrolet Beat LS,2010,1506.85,60000,Gasolina,Individual,Manual,2º dono,18.6,1199.0,79.4,5.0,Chevrolet
Maruti Alto K10 VXI,2018,5342.47,10000,Gasolina,Individual,Manual,1º dono,23.95,998.0,67.05,5.0,Maruti
Hyundai i20 Asta 1.2,2015,7534.25,70000,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,5.0,Hyundai
Maruti 800 AC BSIII,2008,958.9,59400,Gasolina,Individual,Manual,4º dono e acima,16.1,796.0,37.0,4.0,Maruti
Hyundai EON Era Plus,2013,3767.12,20000,Gasolina,Individual,Manual,1º dono,21.1,814.0,55.2,5.0,Hyundai
Maruti SX4 Vxi BSIII,2009,3424.66,125876,Gasolina,Individual,Manual,2º dono,15.0,1586.0,104.68,5.0,Maruti
Jeep Compass 1.4 Limited Plus BSIV,2019,28767.12,5000,Gasolina,Individual,Automatico,1º dono,16.0,1368.0,160.77,5.0,Jeep
Tata Sumo MKII GX BS IV,2011,3424.66,90000,Diesel,Individual,Manual,2º dono,13.55,2179.0,118.35,7.0,Tata
Isuzu D-Max V-Cross 4X4,2017,17123.29,56800,Diesel,Individual,Manual,1º dono,12.4,2499.0,134.0,5.0,Isuzu
Audi A4 2.0 TDI,2014,20547.95,60000,Diesel,Individual,Automatico,1º dono,16.55,1968.0,147.51,5.0,Audi
Toyota Innova Crysta 2.5 VX BS IV,2011,10958.9,60000,Diesel,Individual,Manual,1º dono,12.8,2494.0,102.0,7.0,Toyota
Toyota Fortuner 4x2 Manual,2014,18904.11,150000,Diesel,Individual,Manual,1º dono,13.0,2982.0,168.5,7.0,Toyota
Maruti Celerio VXI AT,2014,4452.05,65204,Gasolina,Concessionaria,Automatico,1º dono,23.1,998.0,67.04,5.0,Maruti
Hyundai Venue SX Plus Dual Tone Turbo DCT,2019,15753.42,2286,Gasolina,Concessionaria,Automatico,1º dono,18.15,998.0,118.35,5.0,Hyundai
Maruti Swift AMT ZXI,2018,8972.6,15732,Gasolina,Distribuidora,Automatico,1º dono,22.0,1197.0,81.8,5.0,Maruti
Mahindra Thar DI 4X4,2019,12191.78,13000,Diesel,Distribuidora,Manual,1º dono,18.06,2523.0,63.0,7.0,Mahindra
Maruti Ignis 1.2 Zeta BSIV,2018,7191.78,33000,Gasolina,Distribuidora,Manual,1º dono,20.89,1197.0,81.8,5.0,Maruti
Hyundai i10 Magna 1.1L,2014,4109.59,100000,Gasolina,Individual,Manual,1º dono,19.81,1086.0,68.05,5.0,Hyundai
BMW 3 Series 320d GT Luxury Line,2017,40410.96,39000,Diesel,Distribuidora,Automatico,1º dono,19.59,1995.0,187.74,5.0,BMW
BMW 5 Series 520d Luxury Line,2019,71232.88,10000,Diesel,Distribuidora,Automatico,1º dono,18.12,1995.0,190.0,5.0,BMW
Honda City i VTEC VX,2018,12671.23,28900,Gasolina,Distribuidora,Manual,1º dono,17.8,1497.0,117.3,5.0,Honda
Honda City 1.5 S MT,2017,9246.58,49523,Gasolina,Distribuidora,Manual,1º dono,17.0,1497.0,118.0,5.0,Honda
Maruti Vitara Brezza VDi,2018,10205.48,48000,Diesel,Distribuidora,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Maruti Vitara Brezza ZDi,2018,11438.36,17000,Diesel,Distribuidora,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Volkswagen Polo 1.5 TDI Comfortline,2019,9520.55,36800,Diesel,Distribuidora,Manual,1º dono,20.14,1498.0,88.0,5.0,Volkswagen
Maruti Vitara Brezza LDi Option,2018,9931.51,36521,Diesel,Distribuidora,Manual,1º dono,24.3,1248.0,88.5,5.0,Maruti
Maruti Swift Dzire VXI 1.2 BS IV,2017,8493.15,90000,Gasolina,Individual,Manual,1º dono,22.0,1197.0,81.8,5.0,Maruti
Maruti Zen Classic,1998,794.52,80000,Gasolina,Individual,Manual,3º dono,17.3,993.0,60.0,5.0,Maruti
Nissan Sunny Diesel XL,2014,4589.04,71000,Diesel,Distribuidora,Manual,1º dono,21.64,1461.0,84.8,5.0,Nissan
Mahindra XUV500 W6 2WD,2011,6506.85,108000,Diesel,Distribuidora,Manual,1º dono,16.0,2179.0,140.0,7.0,Mahindra
Renault Duster 85PS Diesel RxL,2015,6643.82,75000,Diesel,Distribuidora,Manual,1º dono,19.87,1461.0,83.8,5.0,Renault
Maruti Ciaz ZXi Plus,2015,8356.16,33000,Gasolina,Individual,Manual,1º dono,20.73,1373.0,91.1,5.0,Maruti
Hyundai Creta 1.6 CRDi SX Option,2015,13698.63,50000,Diesel,Individual,Manual,1º dono,19.67,1582.0,126.2,5.0,Hyundai
Renault KWID Climber 1.0 MT BSIV,2019,4109.59,35000,Gasolina,Individual,Manual,1º dono,23.01,999.0,67.0,5.0,Renault
Hyundai Creta 1.6 SX Option Executive,2018,19246.58,15000,Gasolina,Individual,Manual,1º dono,15.8,1591.0,121.3,5.0,Hyundai
Maruti Ciaz Delta BSIV,2018,8904.11,22000,Gasolina,Individual,Manual,2º dono,21.56,1462.0,103.25,5.0,Maruti
Hyundai Creta 1.6 CRDi SX,2015,11643.84,108000,Diesel,Individual,Manual,1º dono,19.67,1582.0,126.2,5.0,Hyundai
Audi Q5 3.0 TDI Quattro,2014,25342.47,76131,Diesel,Individual,Automatico,1º dono,13.22,2967.0,241.4,5.0,Audi
Hyundai i10 Magna,2012,3657.53,40000,Gasolina,Individual,Manual,1º dono,20.36,1197.0,78.9,5.0,Hyundai
Hyundai EON Magna Plus,2013,2945.21,47000,Gasolina,Individual,Manual,2º dono,21.1,814.0,55.2,5.0,Hyundai
Tata Hexa XT,2017,17561.64,45000,Diesel,Individual,Manual,1º dono,17.6,2179.0,153.86,7.0,Tata
Maruti Alto 800 LX,2017,3863.01,15000,Gasolina,Individual,Manual,1º dono,24.7,796.0,47.3,5.0,Maruti
Toyota Innova 2.5 GX 8 STR,2012,8356.16,90000,Diesel,Individual,Manual,1º dono,12.8,2494.0,102.0,8.0,Toyota
Mahindra Thar CRDe,2018,12328.77,35000,Diesel,Individual,Manual,1º dono,16.55,2498.0,105.0,6.0,Mahindra
Mahindra Scorpio 1.99 S4,2015,10958.9,70000,Diesel,Individual,Manual,1º dono,15.4,1997.0,120.0,7.0,Mahindra
Hyundai i20 Asta 1.4 CRDi,2013,5205.48,110000,Diesel,Individual,Manual,2º dono,21.27,1396.0,88.76,5.0,Hyundai
Mahindra Scorpio LX,2012,6164.38,120000,Diesel,Individual,Manual,2º dono,12.05,2179.0,120.0,9.0,Mahindra
Maruti SX4 Celebration Diesel,2011,3315.07,120000,Diesel,Individual,Manual,1º dono,21.5,1248.0,88.8,5.0,Maruti
Renault KWID RXT,2017,4794.52,35000,Gasolina,Individual,Manual,2º dono,25.17,799.0,53.3,5.0,Renault
Tata Tigor 1.2 Revotron XT,2018,5479.45,22000,Gasolina,Individual,Manual,1º dono,20.3,1199.0,84.0,5.0,Tata
Maruti Wagon R VXI Optional,2017,5479.45,70000,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,5.0,Maruti
Chevrolet Sail 1.3 LS,2013,3369.86,56000,Diesel,Distribuidora,Manual,1º dono,22.1,1248.0,74.0,5.0,Chevrolet
Tata Indigo CS LS (TDI) BS-III,2014,3027.4,65000,Diesel,Distribuidora,Manual,1º dono,19.09,1405.0,69.01,5.0,Tata
Ford Endeavour 2.5L 4X2,2013,9589.04,62000,Diesel,Distribuidora,Manual,1º dono,13.1,2499.0,141.0,7.0,Ford
Toyota Fortuner 4x4 AT,2016,23972.6,52000,Diesel,Distribuidora,Automatico,1º dono,12.55,2982.0,168.5,7.0,Toyota
Hyundai Xcent 1.2 CRDi SX,2017,7534.25,49000,Diesel,Distribuidora,Manual,1º dono,25.4,1186.0,73.97,5.0,Hyundai
Maruti Ciaz VDi Plus SHVS,2015,7534.25,50000,Diesel,Distribuidora,Manual,2º dono,28.09,1248.0,88.5,5.0,Maruti
Maruti Swift VDI,2013,5136.99,65000,Diesel,Distribuidora,Manual,1º dono,28.4,1248.0,74.0,5.0,Maruti
Hyundai Xcent 1.1 CRDi Base,2015,5356.16,55000,Diesel,Distribuidora,Manual,1º dono,24.4,1120.0,71.0,5.0,Hyundai
Mercedes-Benz B Class B200 CDI Sport,2015,28095.89,35000,Diesel,Distribuidora,Automatico,2º dono,19.7,2143.0,134.1,5.0,Mercedes-Benz
Tata Aria Pure LX 4x2,2014,7191.78,78000,Diesel,Distribuidora,Manual,2º dono,15.05,2179.0,147.9,7.0,Tata
Hyundai Verna CRDi SX,2007,2904.11,58000,Diesel,Distribuidora,Manual,2º dono,16.8,1493.0,110.0,5.0,Hyundai
Chevrolet Beat Diesel LT,2011,3027.4,56000,Diesel,Distribuidora,Manual,2º dono,25.44,936.0,57.6,5.0,Chevrolet
Fiat Linea Emotion (Diesel),2010,3630.14,61000,Diesel,Distribuidora,Manual,2º dono,20.4,1248.0,91.7,5.0,Fiat
Renault Scala Diesel RxL,2013,5465.75,61000,Diesel,Distribuidora,Manual,2º dono,21.64,1461.0,84.8,5.0,Renault
Hyundai Getz 1.5 CRDi GVS,2008,2397.26,61000,Diesel,Distribuidora,Manual,2º dono,17.1,1493.0,110.0,5.0,Hyundai
Skoda Rapid 1.6 TDI Elegance,2011,5630.14,64481,Diesel,Distribuidora,Manual,2º dono,20.5,1598.0,103.5,5.0,Skoda
Volkswagen Vento Diesel Comfortline,2011,5000.0,65000,Diesel,Distribuidora,Manual,2º dono,20.54,1598.0,103.6,5.0,Volkswagen
BMW 5 Series 520d Sport Line,2009,13356.16,80000,Diesel,Distribuidora,Automatico,2º dono,22.48,1995.0,187.74,5.0,BMW
Nissan Sunny XV D,2015,6835.62,61000,Diesel,Distribuidora,Manual,2º dono,22.71,1461.0,84.8,5.0,Nissan
Mercedes-Benz M-Class ML 350 CDI,2014,35273.97,70000,Diesel,Individual,Automatico,1º dono,11.74,2987.0,254.8,5.0,Mercedes-Benz
Chevrolet Spark 1.0,2009,1986.3,30000,Gasolina,Individual,Manual,1º dono,18.0,995.0,62.0,5.0,Chevrolet
Tata Indica Vista Aqua TDI BSIII,2011,2739.73,200000,Diesel,Individual,Manual,2º dono,17.0,1405.0,71.0,5.0,Tata
Audi Q3 2.0 TDI Quattro Premium Plus,2014,16438.36,230000,Diesel,Individual,Automatico,1º dono,15.73,1968.0,174.33,5.0,Audi
Hyundai EON 1.0 Magna Plus Option O,2016,3835.62,100000,Gasolina,Individual,Manual,1º dono,20.3,998.0,68.05,5.0,Hyundai
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,6164.38,95000,Diesel,Individual,Automatico,2º dono,11.79,2179.0,120.0,8.0,Mahindra
Honda City 2017-2020 EXi,2006,2054.79,140000,Gasolina,Individual,Manual,3º dono,17.7,1497.0,78.0,5.0,Honda
Honda Mobilio S i VTEC,2017,8219.18,70000,Gasolina,Individual,Manual,1º dono,17.3,1497.0,117.3,7.0,Honda
Renault KWID RXT Optional,2016,3767.12,60000,Gasolina,Individual,Manual,1º dono,25.17,799.0,53.3,5.0,Renault
Tata Manza Aura Quadrajet,2010,1506.85,88000,Diesel,Individual,Manual,1º dono,18.8,1248.0,90.0,5.0,Tata
Mahindra XUV500 W8 4WD,2012,6849.32,200000,Diesel,Individual,Manual,4º dono e acima,15.1,2179.0,140.0,7.0,Mahindra
Mahindra XUV500 W8 4WD,2012,9589.04,60000,Diesel,Individual,Manual,2º dono,15.1,2179.0,140.0,7.0,Mahindra
BMW 3 Series 320d Corporate Edition,2012,12328.77,155000,Diesel,Individual,Automatico,2º dono,16.07,1995.0,181.0,4.0,BMW
Maruti Wagon R VXI,2005,2054.79,80000,Gasolina,Individual,Manual,2º dono,18.9,998.0,67.1,5.0,Maruti
Nissan Sunny XV,2013,3767.12,80000,Gasolina,Individual,Manual,3º dono,16.95,1498.0,97.7,5.0,Nissan
Maruti Swift VDI,2014,6232.88,40000,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.0,5.0,Maruti
Hyundai Creta 1.6 CRDi SX Plus,2015,12328.77,50000,Diesel,Individual,Manual,1º dono,19.67,1582.0,126.2,5.0,Hyundai
Maruti Swift VDI BSIV,2014,6232.88,40000,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,5.0,Maruti
Honda City i DTec SV,2017,8904.11,47000,Diesel,Individual,Manual,2º dono,26.0,1498.0,98.6,5.0,Honda
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,7547.95,20000,Gasolina,Individual,Manual,2º dono,18.9,1197.0,81.86,5.0,Hyundai
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,8904.11,49060,Diesel,Individual,Manual,1º dono,22.0,1498.0,108.495,5.0,Volkswagen
Hyundai i20 Asta 1.2,2015,8219.18,60000,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,5.0,Hyundai
Maruti Alto 800 LXI,2013,3219.18,18000,Gasolina,Individual,Manual,1º dono,22.74,796.0,47.3,5.0,Maruti
Ford Ecosport 1.5 DV5 MT Trend,2018,10958.9,37161,Diesel,Distribuidora,Manual,1º dono,22.7,1498.0,89.84,5.0,Ford
Hyundai Creta 1.6 CRDi SX Option,2016,14383.56,80000,Diesel,Individual,Manual,1º dono,19.67,1582.0,126.2,5.0,Hyundai
Tata Nano LX SE,2012,616.44,28000,Gasolina,Individual,Manual,2º dono,25.4,624.0,37.5,4.0,Tata
Hyundai Verna 1.6 SX VTVT AT,2013,6164.38,100000,Gasolina,Individual,Automatico,2º dono,15.74,1591.0,121.3,5.0,Hyundai
Volkswagen Polo 1.5 TDI Highline,2014,5356.16,120000,Diesel,Individual,Manual,2º dono,20.14,1498.0,88.8,5.0,Volkswagen
Chevrolet Enjoy TCDi LT 7 Seater,2013,5205.48,70000,Diesel,Individual,Manual,2º dono,18.2,1248.0,73.8,7.0,Chevrolet
Maruti Wagon R LXI Minor,2010,2328.77,90000,Gasolina,Individual,Manual,2º dono,18.9,1061.0,67.0,5.0,Maruti
Tata Sumo MKII GX BS IV,2011,3424.66,90000,Diesel,Individual,Manual,2º dono,13.55,2179.0,118.35,7.0,Tata
Toyota Innova Crysta 2.5 VX BS IV,2011,10958.9,60000,Diesel,Individual,Manual,1º dono,12.8,2494.0,102.0,7.0,Toyota
Toyota Fortuner 4x2 Manual,2014,18904.11,150000,Diesel,Individual,Manual,1º dono,13.0,2982.0,168.5,7.0,Toyota
Mahindra Thar CRDe AC,2014,9589.04,24000,Diesel,Individual,Manual,1º dono,16.55,2498.0,105.0,6.0,Mahindra
Honda Mobilio S i DTEC,2016,6164.38,100000,Diesel,Individual,Manual,2º dono,24.2,1498.0,98.6,7.0,Honda
Mahindra KUV 100 G80 K8,2018,8904.11,6000,Gasolina,Individual,Manual,1º dono,18.15,1198.0,82.0,6.0,Mahindra
Mahindra XUV500 W8 2WD,2013,13013.7,49700,Diesel,Individual,Manual,1º dono,15.1,2179.0,140.0,7.0,Mahindra
Toyota Innova 2.5 E Diesel MS 7-seater,2007,8575.34,80000,Diesel,Individual,Manual,2º dono,12.8,2494.0,102.0,7.0,Toyota
Maruti Swift Dzire AMT VXI,2019,8219.18,10000,Gasolina,Individual,Automatico,1º dono,21.21,1197.0,81.8,5.0,Maruti
Renault KWID RXT Optional,2019,3972.6,21000,Gasolina,Individual,Manual,1º dono,25.17,799.0,53.3,5.0,Renault
Maruti Alto K10 2010-2014 VXI,2013,2945.21,25000,Gasolina,Individual,Manual,1º dono,20.92,998.0,67.1,5.0,Maruti
Renault KWID RXT Optional,2016,3424.66,22000,Gasolina,Individual,Manual,1º dono,25.17,799.0,53.3,5.0,Renault
Maruti Ertiga SHVS ZDI Plus,2017,10273.97,50000,Diesel,Individual,Manual,1º dono,24.52,1248.0,88.5,7.0,Maruti
Maruti Alto K10 VXI,2016,3424.66,20000,Gasolina,Individual,Manual,2º dono,23.95,998.0,67.05,5.0,Maruti
Honda BRV i-VTEC V CVT,2017,13013.7,15000,Gasolina,Individual,Automatico,1º dono,15.4,1497.0,117.3,7.0,Honda
Ford Figo Aspire 1.5 TDCi Titanium,2018,10863.01,30000,Diesel,Individual,Manual,1º dono,25.83,1498.0,99.0,5.0,Ford
Hyundai Creta 1.6 CRDi SX Option,2015,10273.97,74000,Diesel,Individual,Manual,1º dono,19.67,1582.0,126.2,5.0,Hyundai
Honda Jazz V CVT,2017,9931.51,6550,Gasolina,Individual,Automatico,1º dono,18.2,1199.0,88.7,5.0,Honda
Hyundai Grand i10 CRDi Sportz,2016,6575.34,30000,Diesel,Individual,Manual,1º dono,24.0,1120.0,70.0,5.0,Hyundai
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,37136.99,9000,Diesel,Distribuidora,Automatico,1º dono,13.6,1999.0,177.0,5.0,Jaguar
Lexus ES 300h,2019,70547.95,20000,Gasolina,Distribuidora,Automatico,1º dono,22.37,2487.0,214.56,5.0,Lexus
Jaguar XF 2.0 Diesel Portfolio,2017,43835.62,45000,Diesel,Distribuidora,Automatico,1º dono,19.33,1999.0,177.0,5.0,Jaguar
Tata Safari Storme EX,2015,6890.41,110000,Diesel,Individual,Manual,1º dono,14.1,2179.0,147.94,7.0,Tata
Volvo XC40 D4 Inscription BSIV,2019,52054.79,20000,Diesel,Individual,Automatico,1º dono,18.0,1969.0,190.0,5.0,Volvo
Toyota Camry 2.5 Hybrid,2016,27397.26,68089,Gasolina,Concessionaria,Automatico,1º dono,19.16,2494.0,157.7,5.0,Toyota
Maruti Wagon R LXI,2013,3082.19,58343,Gasolina,Concessionaria,Manual,1º dono,21.79,998.0,67.05,5.0,Maruti
Maruti Baleno Alpha 1.3,2018,10136.99,38817,Diesel,Distribuidora,Manual,1º dono,27.39,1248.0,74.0,5.0,Maruti
Honda Jazz VX,2016,7534.25,56494,Gasolina,Concessionaria,Manual,1º dono,18.2,1199.0,88.7,5.0,Honda
